,clientnum,customer_status,age,gender,dependencies,education_level,marital_status,income_category,card_category,months_on_book,no_of_products,months_inactive_12_mon,contacts_count_12_mon,credit_limit,total_revolving_bal,total_trans_amt,total_trans_ct,avg_utilization_ratio,age_bracket,utilization_cat
1898,713533983,Existing Customer,56,M,1,Graduate,Married,$120K +,Blue,48,6,3,4,2585.0,1207,1590,33,0.467,50s,Medium
1899,708980283,Existing Customer,34,M,3,High School,Married,$80K - $120K,Blue,23,5,1,4,4185.0,2517,2179,55,0.601,30s,Medium
1900,719484408,Existing Customer,39,M,3,Uneducated,Married,$60K - $80K,Blue,36,6,2,4,4759.0,1459,2903,57,0.307,30s,Medium
1901,710023233,Existing Customer,36,M,3,Graduate,Single,$120K +,Blue,36,6,2,4,24457.0,1300,2739,65,0.053,30s,Low
1902,789101883,Existing Customer,32,M,3,Unknown,Single,$120K +,Blue,20,6,2,2,14244.0,1673,2729,66,0.117,30s,Low
1904,787492908,Existing Customer,50,F,2,Uneducated,Married,Unknown,Blue,34,5,3,2,23381.0,905,4357,73,0.039,50s,Low
1905,709932558,Existing Customer,39,F,2,Uneducated,Married,Less than $40K,Blue,26,5,3,2,3471.0,2517,1771,34,0.725,30s,High
1906,780219483,Existing Customer,61,F,0,Graduate,Married,Less than $40K,Blue,51,4,2,1,2250.0,1041,1339,28,0.463,60s,Medium
1907,708590658,Existing Customer,65,F,1,Unknown,Married,Unknown,Blue,53,5,3,2,15965.0,2312,1619,40,0.145,60s,Low
1908,715143333,Existing Customer,45,F,1,High School,Divorced,Less than $40K,Blue,36,6,2,2,9433.0,1578,3910,81,0.167,40s,Low
1909,801048483,Existing Customer,34,M,3,Uneducated,Divorced,$120K +,Blue,28,4,3,3,9180.0,1814,2646,49,0.198,30s,Low
1910,711913833,Existing Customer,37,M,3,Graduate,Married,$40K - $60K,Blue,36,4,2,4,8818.0,1437,1865,31,0.163,30s,Low
1911,715413483,Existing Customer,44,F,3,Graduate,Single,Less than $40K,Blue,36,5,1,3,4066.0,1028,3888,77,0.253,40s,Low
1912,715750758,Existing Customer,56,M,1,Uneducated,Married,$80K - $120K,Blue,36,6,1,1,9031.0,1535,1602,35,0.17,50s,Low
1913,714062958,Existing Customer,36,M,4,Unknown,Single,$40K - $60K,Blue,36,6,1,2,9887.0,994,2552,64,0.101,30s,Low
1914,772637058,Existing Customer,34,M,3,Uneducated,Married,$60K - $80K,Blue,24,3,1,4,8167.0,1740,2141,51,0.213,30s,Low
1915,718229133,Existing Customer,51,M,2,College,Married,$120K +,Blue,41,6,2,4,23742.0,0,3783,57,0.0,50s,Low
1916,718423533,Existing Customer,57,M,3,College,Unknown,$60K - $80K,Blue,50,6,3,4,16791.0,1181,2983,74,0.07,50s,Low
1917,781089708,Existing Customer,30,M,0,Graduate,Divorced,$80K - $120K,Blue,23,6,1,2,26783.0,1285,2495,46,0.048,30s,Low
1918,773082033,Existing Customer,35,M,1,Post-Graduate,Married,$80K - $120K,Blue,27,3,3,4,25516.0,1363,2317,38,0.053,30s,Low
1919,815288583,Existing Customer,32,M,0,Graduate,Married,$40K - $60K,Blue,27,3,3,2,4815.0,1591,2501,36,0.33,30s,Medium
1920,720431433,Existing Customer,62,M,1,Graduate,Married,Unknown,Blue,36,5,2,2,3198.0,2308,1402,35,0.722,60s,High
1922,710567508,Existing Customer,53,M,3,High School,Married,$80K - $120K,Blue,44,4,2,3,23462.0,2202,1387,33,0.094,50s,Low
1923,719427333,Existing Customer,55,M,3,College,Married,$60K - $80K,Blue,36,5,4,4,2252.0,1737,1291,27,0.771,50s,High
1924,714765408,Existing Customer,26,F,1,Unknown,Single,Less than $40K,Blue,36,4,3,3,2557.0,1990,2266,57,0.778,20s,High
1926,809290308,Existing Customer,31,F,0,Graduate,Married,Less than $40K,Blue,26,3,1,1,3540.0,1173,1912,45,0.331,30s,Medium
1927,779598183,Existing Customer,53,M,3,Unknown,Single,$60K - $80K,Blue,42,6,1,2,22938.0,1700,3428,54,0.074,50s,Low
1928,779783508,Existing Customer,45,M,2,Graduate,Married,$40K - $60K,Blue,34,5,1,3,13129.0,901,2564,56,0.069,40s,Low
1929,719568333,Existing Customer,39,M,3,Unknown,Single,$80K - $120K,Silver,36,5,3,2,34516.0,1900,1668,36,0.055,30s,Low
1930,715533108,Existing Customer,31,F,0,Uneducated,Single,Less than $40K,Blue,20,4,3,4,4712.0,955,2568,62,0.203,30s,Low
1931,714816258,Existing Customer,37,M,2,Graduate,Single,$60K - $80K,Blue,36,4,2,2,7638.0,947,2336,58,0.124,30s,Low
1932,787573683,Existing Customer,41,M,3,Post-Graduate,Married,$60K - $80K,Blue,34,4,2,2,2624.0,1319,4189,74,0.503,40s,Medium
1933,719078283,Existing Customer,57,F,4,High School,Married,Less than $40K,Blue,47,5,3,4,3191.0,2517,1501,35,0.789,50s,High
1934,708620283,Existing Customer,35,M,1,Unknown,Single,$60K - $80K,Blue,25,6,3,2,6053.0,2001,2208,59,0.331,30s,Medium
1935,770985633,Existing Customer,39,M,2,Unknown,Married,$40K - $60K,Blue,26,6,1,2,5510.0,2027,1980,42,0.368,30s,Medium
1936,780094008,Existing Customer,55,M,3,Doctorate,Married,$120K +,Blue,40,4,3,1,12875.0,1119,1624,40,0.087,50s,Low
1937,716420358,Existing Customer,41,F,2,High School,Married,$40K - $60K,Blue,36,5,2,4,2602.0,1490,3151,78,0.573,40s,Medium
1938,825756333,Existing Customer,55,F,0,Uneducated,Married,Less than $40K,Blue,51,4,3,1,2041.0,1885,2118,48,0.924,50s,High
1939,755273658,Existing Customer,52,F,2,Graduate,Married,Less than $40K,Blue,45,3,3,3,2548.0,1683,2055,54,0.661,50s,Medium
1940,709096908,Existing Customer,57,M,2,Graduate,Married,$120K +,Blue,49,6,3,1,4698.0,984,1865,35,0.209,50s,Low
1941,714840858,Existing Customer,40,F,3,High School,Unknown,Less than $40K,Blue,31,5,2,4,2222.0,1551,3302,65,0.698,40s,Medium
1942,721205508,Existing Customer,47,M,4,High School,Married,$80K - $120K,Blue,36,3,3,4,8217.0,0,1848,56,0.0,40s,Low
1943,786493908,Existing Customer,42,F,4,Uneducated,Single,Less than $40K,Silver,36,4,3,3,10091.0,0,3347,64,0.0,40s,Low
1944,806170158,Existing Customer,39,M,4,Graduate,Single,$60K - $80K,Gold,34,3,3,2,34516.0,542,3899,78,0.016,30s,Low
1945,751469808,Existing Customer,36,M,3,Graduate,Married,$120K +,Blue,29,5,2,4,12852.0,1945,1606,33,0.151,30s,Low
1946,709794333,Existing Customer,29,M,0,Graduate,Married,Less than $40K,Blue,19,6,2,4,2827.0,1430,1608,30,0.506,20s,Medium
1947,714327183,Existing Customer,37,F,4,Graduate,Married,Less than $40K,Blue,28,4,3,1,1825.0,1389,2878,54,0.761,30s,High
1948,716207508,Existing Customer,36,M,3,High School,Married,$60K - $80K,Blue,36,5,2,4,5497.0,1517,1981,38,0.276,30s,Low
1949,768965208,Existing Customer,51,F,1,Graduate,Married,$40K - $60K,Blue,45,5,2,2,6778.0,865,3158,71,0.128,50s,Low
1951,715220508,Existing Customer,31,F,0,High School,Married,Less than $40K,Blue,22,4,2,1,3273.0,2517,2726,57,0.769,30s,High
1952,712112733,Existing Customer,33,M,2,Doctorate,Single,$40K - $60K,Blue,25,5,2,2,9371.0,1541,2518,67,0.164,30s,Low
1953,712298883,Existing Customer,50,F,3,High School,Single,Less than $40K,Blue,38,3,3,1,1438.3,663,2987,73,0.461,50s,Medium
1955,719089383,Existing Customer,48,M,2,High School,Married,$40K - $60K,Blue,29,3,2,1,6168.0,2371,4303,80,0.384,40s,Medium
1956,710039208,Existing Customer,57,F,3,Unknown,Single,Unknown,Blue,40,3,3,1,2111.0,966,3871,87,0.458,50s,Medium
1957,780237033,Existing Customer,63,F,1,Unknown,Married,$40K - $60K,Blue,49,3,1,3,3141.0,1819,1539,35,0.579,60s,Medium
1958,709473708,Existing Customer,39,M,3,Graduate,Married,$80K - $120K,Blue,31,4,2,3,30753.0,1661,1780,33,0.054,30s,Low
1959,708593883,Existing Customer,39,M,2,College,Married,$60K - $80K,Blue,26,3,1,4,2731.0,1573,1813,38,0.576,30s,Medium
1960,710241858,Existing Customer,39,F,4,Unknown,Married,Less than $40K,Blue,31,6,1,4,2890.0,0,2040,36,0.0,30s,Low
1961,715392558,Existing Customer,52,M,1,Unknown,Single,$120K +,Blue,44,6,1,2,34516.0,0,2848,56,0.0,50s,Low
1962,717399183,Existing Customer,37,M,1,Graduate,Married,$80K - $120K,Blue,26,6,3,1,8058.0,1176,2774,52,0.146,30s,Low
1963,817925058,Existing Customer,50,F,2,Uneducated,Married,Unknown,Blue,45,6,1,4,5660.0,2401,1932,35,0.424,50s,Medium
1964,715043508,Existing Customer,38,M,2,Graduate,Unknown,$40K - $60K,Blue,36,4,3,4,9515.0,0,4642,61,0.0,30s,Low
1965,716610558,Existing Customer,65,F,0,High School,Single,$40K - $60K,Blue,36,3,3,3,10962.0,1559,2724,71,0.142,60s,Low
1966,716768808,Existing Customer,57,M,1,Unknown,Married,$120K +,Blue,36,6,2,4,23848.0,1967,1591,43,0.082,50s,Low
1967,779925033,Existing Customer,38,F,4,Graduate,Married,$40K - $60K,Blue,22,4,3,4,2997.0,1969,2807,60,0.657,30s,Medium
1968,790225758,Existing Customer,41,M,2,College,Single,$80K - $120K,Blue,35,6,3,3,2647.0,620,2262,47,0.234,40s,Low
1969,713879283,Existing Customer,55,F,2,Graduate,Married,Less than $40K,Blue,47,3,1,2,4580.0,1300,1694,34,0.284,50s,Low
1970,767687208,Existing Customer,31,M,2,Unknown,Single,$80K - $120K,Blue,24,6,3,3,34516.0,1180,2329,69,0.034,30s,Low
1971,778728783,Existing Customer,39,F,2,Unknown,Married,Less than $40K,Blue,19,5,3,1,3156.0,2095,2739,56,0.664,30s,Medium
1972,718162908,Existing Customer,55,M,3,College,Married,$80K - $120K,Blue,42,3,2,1,26101.0,614,1472,48,0.024,50s,Low
1973,708664008,Existing Customer,57,M,3,College,Married,$80K - $120K,Blue,45,6,3,4,14270.0,0,1222,37,0.0,50s,Low
1974,770781558,Existing Customer,35,F,2,Graduate,Married,Less than $40K,Blue,21,5,1,2,3230.0,2517,1914,31,0.779,30s,High
1975,790048158,Existing Customer,46,F,4,College,Married,Less than $40K,Blue,38,3,3,3,8881.0,1865,2632,54,0.21,40s,Low
1976,721378008,Existing Customer,31,M,0,Uneducated,Divorced,$40K - $60K,Blue,21,6,2,2,2621.0,1461,2718,71,0.557,30s,Medium
1977,794551383,Existing Customer,50,F,3,College,Single,Less than $40K,Blue,32,5,3,4,4419.0,1218,4535,75,0.276,50s,Low
1978,820981383,Existing Customer,44,F,4,High School,Divorced,Less than $40K,Blue,39,5,1,4,9235.0,1796,1739,42,0.194,40s,Low
1979,767311008,Existing Customer,41,M,1,Graduate,Divorced,$80K - $120K,Blue,35,6,2,3,19412.0,770,1576,41,0.04,40s,Low
1980,716624133,Existing Customer,56,M,1,Unknown,Married,$80K - $120K,Blue,36,6,1,3,12786.0,1880,1205,19,0.147,50s,Low
1981,712727283,Existing Customer,55,M,1,Graduate,Married,$60K - $80K,Blue,36,4,2,3,4666.0,1275,1281,28,0.273,50s,Low
1982,716059608,Existing Customer,48,F,4,College,Single,Less than $40K,Blue,38,4,3,3,4894.0,1505,3277,67,0.308,40s,Medium
1983,708292833,Existing Customer,35,M,2,High School,Single,$120K +,Blue,36,4,2,3,27389.0,1250,2754,60,0.046,30s,Low
1984,720013083,Existing Customer,30,F,0,Post-Graduate,Single,Less than $40K,Blue,18,6,3,2,2132.0,797,3265,74,0.374,30s,Medium
1985,710540883,Existing Customer,37,M,3,High School,Single,$80K - $120K,Blue,24,5,3,2,6590.0,0,2449,67,0.0,30s,Low
1986,709212183,Existing Customer,53,F,2,Graduate,Married,Less than $40K,Blue,36,6,1,3,3176.0,1470,1634,53,0.463,50s,Medium
1987,713424108,Existing Customer,37,M,1,Graduate,Single,$60K - $80K,Blue,27,4,1,3,4288.0,2349,2591,57,0.548,30s,Medium
1988,815001108,Existing Customer,48,M,2,Doctorate,Single,Less than $40K,Blue,43,3,3,2,5945.0,1685,3598,67,0.283,40s,Low
1989,713445183,Existing Customer,35,M,1,High School,Married,$60K - $80K,Blue,26,4,3,2,4008.0,1841,2794,58,0.459,30s,Medium
1990,717310458,Existing Customer,35,F,3,Graduate,Single,Less than $40K,Blue,27,3,3,2,5780.0,938,2960,65,0.162,30s,Low
1991,789158433,Existing Customer,49,F,2,High School,Unknown,$40K - $60K,Blue,38,4,1,2,2497.0,1674,2922,53,0.67,40s,Medium
1992,709916058,Existing Customer,58,M,1,Unknown,Married,$60K - $80K,Blue,36,3,1,3,2347.0,2163,1631,40,0.922,50s,High
1993,789804933,Existing Customer,29,F,2,Uneducated,Single,Unknown,Blue,18,4,1,2,23125.0,1236,2536,69,0.053,20s,Low
1994,780070833,Existing Customer,58,F,2,Unknown,Married,Less than $40K,Blue,43,6,2,2,3034.0,2517,1617,29,0.83,50s,High
1995,772776033,Existing Customer,33,M,2,College,Single,$80K - $120K,Blue,23,3,4,3,7081.0,1874,2249,47,0.265,30s,Low
1996,719804208,Existing Customer,36,M,2,Graduate,Married,$40K - $60K,Blue,28,5,1,3,6824.0,1873,1933,48,0.274,30s,Low
1997,715077483,Existing Customer,47,F,3,Doctorate,Married,Less than $40K,Blue,36,4,3,4,1438.3,772,2250,40,0.537,40s,Medium
1998,717000858,Existing Customer,41,M,2,Graduate,Married,Less than $40K,Blue,29,3,2,2,2683.0,1738,2274,52,0.648,40s,Medium
1999,792402483,Existing Customer,46,M,4,Graduate,Single,$60K - $80K,Blue,40,5,2,1,12280.0,985,4263,70,0.08,40s,Low
2000,712973733,Existing Customer,58,M,4,Graduate,Married,$60K - $80K,Blue,36,3,2,2,14607.0,1480,1393,38,0.101,50s,Low
2001,813213558,Existing Customer,53,F,1,Doctorate,Single,Less than $40K,Blue,48,4,3,3,2267.0,1469,3709,64,0.648,50s,Medium
2002,718215033,Existing Customer,54,F,3,Unknown,Married,Less than $40K,Blue,36,6,2,4,2556.0,2260,1401,30,0.884,50s,High
2003,717207408,Existing Customer,39,F,1,Uneducated,Divorced,Unknown,Blue,34,4,1,2,12512.0,666,2995,60,0.053,30s,Low
2004,711426033,Existing Customer,49,M,2,Graduate,Married,$80K - $120K,Blue,39,3,2,2,11332.0,946,3806,65,0.083,40s,Low
2005,719233833,Existing Customer,35,F,3,High School,Married,Less than $40K,Blue,23,3,3,4,3073.0,526,1944,55,0.171,30s,Low
2006,716864733,Existing Customer,47,M,3,College,Married,$120K +,Silver,27,6,3,3,34516.0,2315,1805,46,0.067,40s,Low
2007,821168733,Existing Customer,38,M,3,Graduate,Married,$60K - $80K,Blue,34,6,3,3,5323.0,2301,1783,33,0.432,30s,Medium
2008,720228708,Existing Customer,56,M,2,High School,Married,$120K +,Blue,46,4,1,3,27029.0,1347,1302,27,0.05,50s,Low
2009,718618458,Existing Customer,38,M,3,High School,Single,$60K - $80K,Blue,25,5,1,4,9859.0,1305,4345,72,0.132,30s,Low
2011,719587158,Existing Customer,37,M,1,High School,Single,$40K - $60K,Blue,25,3,2,3,2608.0,1799,2565,72,0.69,30s,Medium
2012,715499808,Existing Customer,63,F,0,Unknown,Married,Less than $40K,Blue,36,4,1,4,3552.0,2517,1342,26,0.709,60s,High
2013,789235383,Existing Customer,38,M,4,College,Married,$80K - $120K,Blue,27,5,2,4,10386.0,1909,2119,52,0.184,30s,Low
2014,773364483,Existing Customer,45,F,4,Doctorate,Unknown,Unknown,Silver,39,4,1,2,34516.0,1298,1906,39,0.038,40s,Low
2015,713548158,Existing Customer,26,M,0,College,Single,$40K - $60K,Blue,36,5,2,3,2657.0,1611,2349,41,0.606,20s,Medium
2016,720264783,Existing Customer,58,F,2,Graduate,Married,Less than $40K,Blue,44,4,2,3,5031.0,1327,1433,34,0.264,50s,Low
2018,809990883,Existing Customer,48,F,3,Graduate,Single,Less than $40K,Blue,43,6,2,2,2423.0,1773,2038,64,0.732,40s,High
2019,772303458,Existing Customer,62,F,0,Doctorate,Married,$40K - $60K,Blue,51,3,3,2,3377.0,948,1407,44,0.281,60s,Low
2021,711990933,Existing Customer,40,F,2,Graduate,Single,Less than $40K,Blue,29,4,3,2,2295.0,0,3292,62,0.0,40s,Low
2022,819977058,Existing Customer,46,M,2,High School,Single,$40K - $60K,Blue,41,3,3,2,3150.0,1543,3432,71,0.49,40s,Medium
2023,719976558,Existing Customer,47,M,2,Graduate,Unknown,$60K - $80K,Blue,34,3,2,4,4249.0,1562,1881,49,0.368,40s,Medium
2024,718824783,Existing Customer,50,M,2,Unknown,Divorced,$60K - $80K,Blue,41,6,1,3,2966.0,1433,1986,50,0.483,50s,Medium
2025,713303733,Existing Customer,53,M,1,Graduate,Married,$120K +,Blue,41,6,3,2,1612.0,744,1564,33,0.462,50s,Medium
2026,711129483,Existing Customer,45,M,3,Graduate,Married,$60K - $80K,Blue,36,3,1,3,14593.0,1504,3447,72,0.103,40s,Low
2027,779618433,Existing Customer,48,M,4,Uneducated,Single,$40K - $60K,Blue,38,6,3,2,8327.0,1551,4428,82,0.186,40s,Low
2028,797757333,Existing Customer,43,M,3,Post-Graduate,Married,$60K - $80K,Gold,37,6,1,2,34516.0,1580,4149,86,0.046,40s,Low
2029,709623483,Existing Customer,56,M,2,High School,Married,$120K +,Blue,41,4,1,3,18442.0,1470,1281,36,0.08,50s,Low
2030,709056558,Existing Customer,43,F,3,College,Married,$40K - $60K,Blue,31,5,3,2,2800.0,2517,1994,41,0.899,40s,High
2031,708238833,Existing Customer,57,F,3,High School,Married,Less than $40K,Blue,36,6,2,3,3032.0,2215,1387,30,0.731,50s,High
2032,813261408,Existing Customer,52,F,1,Uneducated,Married,$40K - $60K,Blue,47,6,3,3,2151.0,1338,3446,58,0.622,50s,Medium
2033,720424608,Existing Customer,56,F,1,Unknown,Married,Unknown,Blue,36,6,3,2,24073.0,1084,1341,37,0.045,50s,Low
2035,769756983,Existing Customer,38,M,3,Graduate,Married,$60K - $80K,Blue,32,3,1,2,7709.0,2227,2520,61,0.289,30s,Low
2036,712674183,Existing Customer,53,M,2,College,Married,$40K - $60K,Blue,33,3,3,1,4065.0,2180,1271,36,0.536,50s,Medium
2037,708900408,Existing Customer,52,F,1,Graduate,Divorced,Unknown,Blue,35,3,2,4,13169.0,1499,4370,83,0.114,50s,Low
2038,713625483,Existing Customer,58,M,2,College,Married,$80K - $120K,Blue,44,3,2,2,11811.0,2508,1469,29,0.212,50s,Low
2039,788723133,Existing Customer,36,M,1,High School,Single,$40K - $60K,Blue,20,5,1,2,12714.0,976,2240,53,0.077,30s,Low
2040,794462133,Existing Customer,55,F,0,Graduate,Single,$40K - $60K,Blue,35,5,1,3,3735.0,1978,1749,41,0.53,50s,Medium
2041,712604133,Existing Customer,54,M,1,Uneducated,Married,$80K - $120K,Blue,43,3,1,4,25882.0,1699,1736,48,0.066,50s,Low
2042,714397983,Existing Customer,36,M,2,College,Married,$40K - $60K,Blue,36,4,3,1,3877.0,1495,1942,42,0.386,30s,Medium
2043,715898058,Existing Customer,53,M,2,Graduate,Married,$120K +,Blue,36,5,1,3,11023.0,0,1656,41,0.0,50s,Low
2044,711906033,Existing Customer,48,F,3,Graduate,Unknown,Less than $40K,Blue,36,4,2,2,6182.0,1131,3546,63,0.183,40s,Low
2045,711367308,Existing Customer,37,M,3,Uneducated,Single,$40K - $60K,Blue,19,3,3,4,2186.0,1185,2614,67,0.542,30s,Medium
2046,712040433,Existing Customer,54,F,1,High School,Married,Less than $40K,Blue,43,6,2,3,2306.0,2200,2097,57,0.954,50s,High
2047,709616958,Existing Customer,38,M,2,High School,Single,$60K - $80K,Silver,30,4,3,4,26556.0,1583,3168,73,0.06,30s,Low
2048,714633858,Existing Customer,35,F,2,College,Married,Less than $40K,Blue,18,3,3,2,5779.0,2517,2102,32,0.436,30s,Medium
2049,794818833,Existing Customer,36,F,1,Uneducated,Single,Less than $40K,Blue,30,6,1,2,5494.0,2078,2661,58,0.378,30s,Medium
2050,772514808,Existing Customer,36,F,2,Uneducated,Single,$40K - $60K,Blue,26,3,2,4,3131.0,2379,2315,63,0.76,30s,High
2051,710808108,Existing Customer,34,F,3,College,Divorced,Less than $40K,Blue,27,3,3,2,4274.0,2517,2257,54,0.589,30s,Medium
2052,712005108,Existing Customer,61,F,0,Post-Graduate,Married,Less than $40K,Blue,48,3,3,3,3156.0,2155,1376,44,0.683,60s,Medium
2053,715028283,Existing Customer,54,M,1,Graduate,Married,$80K - $120K,Blue,46,3,3,2,15554.0,2497,2836,61,0.161,50s,Low
2054,789786258,Existing Customer,39,M,2,High School,Married,$80K - $120K,Blue,28,3,2,4,26570.0,1915,2118,33,0.072,30s,Low
2055,715421058,Existing Customer,51,M,1,Unknown,Married,$60K - $80K,Blue,36,3,2,4,22224.0,979,3346,69,0.044,50s,Low
2056,797166633,Existing Customer,47,M,2,Unknown,Single,$80K - $120K,Blue,41,6,2,4,10606.0,1713,2694,61,0.162,40s,Low
2057,711041508,Existing Customer,37,F,1,High School,Married,$40K - $60K,Blue,25,4,3,4,5865.0,2517,2623,47,0.429,30s,Medium
2058,712847208,Existing Customer,47,F,3,Graduate,Unknown,$40K - $60K,Blue,36,5,2,3,5369.0,1854,1898,50,0.345,40s,Medium
2059,715680933,Existing Customer,53,M,1,Graduate,Single,$80K - $120K,Blue,36,4,2,4,17742.0,1463,3369,55,0.082,50s,Low
2060,772643058,Existing Customer,58,F,3,Graduate,Married,Less than $40K,Blue,48,6,2,3,2800.0,1834,1571,36,0.655,50s,Medium
2061,718199133,Existing Customer,57,M,1,High School,Married,$80K - $120K,Blue,36,3,2,2,6543.0,2260,1519,31,0.345,50s,Medium
2062,721475133,Existing Customer,54,F,1,Doctorate,Single,Unknown,Blue,36,6,3,4,26053.0,829,2768,70,0.032,50s,Low
2063,771197433,Existing Customer,54,F,1,Graduate,Married,Less than $40K,Blue,41,3,2,4,4658.0,588,1351,30,0.126,50s,Low
2064,709516458,Existing Customer,30,M,0,Graduate,Divorced,$60K - $80K,Blue,22,3,3,3,6476.0,0,2723,66,0.0,30s,Low
2065,716819958,Existing Customer,60,M,2,Graduate,Married,$60K - $80K,Blue,50,3,1,2,9033.0,845,1661,35,0.094,60s,Low
2066,779449308,Existing Customer,46,F,4,High School,Single,Less than $40K,Blue,28,6,3,4,3206.0,0,3253,72,0.0,40s,Low
2067,784891458,Existing Customer,55,M,1,Graduate,Married,$80K - $120K,Blue,49,4,3,3,28751.0,2158,1502,34,0.075,50s,Low
2068,790004883,Existing Customer,55,M,1,High School,Married,$80K - $120K,Blue,47,3,3,3,2938.0,1995,1352,30,0.679,50s,Medium
2069,770262183,Existing Customer,31,M,0,Uneducated,Single,Less than $40K,Blue,25,5,2,2,5715.0,1741,2324,67,0.305,30s,Medium
2070,715277583,Existing Customer,55,F,3,Uneducated,Divorced,Less than $40K,Blue,36,3,2,1,2111.0,1209,2803,61,0.573,50s,Medium
2071,713997183,Existing Customer,34,F,2,Unknown,Single,Less than $40K,Blue,36,3,3,2,2791.0,2160,2214,56,0.774,30s,High
2072,715107033,Existing Customer,33,F,1,Graduate,Single,Less than $40K,Blue,36,3,2,4,6551.0,1440,2429,77,0.22,30s,Low
2073,718983333,Existing Customer,53,M,2,Uneducated,Married,$80K - $120K,Blue,43,6,1,3,6704.0,1354,1331,30,0.202,50s,Low
2074,714030183,Existing Customer,59,M,0,Graduate,Single,$80K - $120K,Silver,36,5,3,3,34516.0,1494,3259,65,0.043,50s,Low
2075,710496708,Existing Customer,41,M,2,College,Single,$120K +,Blue,32,6,3,2,5489.0,1513,4085,65,0.276,40s,Low
2076,714935883,Existing Customer,45,M,3,Uneducated,Married,$40K - $60K,Blue,36,3,1,1,10619.0,607,4074,65,0.057,40s,Low
2077,718972758,Existing Customer,50,F,2,Graduate,Married,Less than $40K,Blue,40,5,3,3,2481.0,1287,1825,51,0.519,50s,Medium
2078,711827958,Existing Customer,57,M,2,Uneducated,Married,$60K - $80K,Blue,47,4,4,1,5100.0,1970,1032,26,0.386,50s,Medium
2079,778724058,Existing Customer,63,M,0,Doctorate,Single,$40K - $60K,Blue,49,5,4,3,5905.0,726,3982,65,0.123,60s,Low
2080,809620833,Existing Customer,35,F,3,Unknown,Single,Unknown,Blue,30,3,3,2,9293.0,0,2314,59,0.0,30s,Low
2081,718920708,Existing Customer,35,M,3,Graduate,Married,$60K - $80K,Blue,25,5,3,3,5240.0,1451,2172,38,0.277,30s,Low
2082,715970133,Existing Customer,33,F,4,College,Divorced,Less than $40K,Blue,24,6,2,2,9857.0,0,3448,103,0.0,30s,Low
2083,806889633,Existing Customer,38,M,2,Uneducated,Married,$80K - $120K,Blue,33,3,1,4,20117.0,1226,2906,58,0.061,30s,Low
2084,717338733,Existing Customer,31,M,0,High School,Divorced,Less than $40K,Blue,22,3,2,3,6012.0,0,2801,72,0.0,30s,Low
2085,779223858,Existing Customer,37,M,2,Graduate,Married,$60K - $80K,Blue,27,4,2,4,6369.0,0,2675,47,0.0,30s,Low
2087,788783133,Existing Customer,58,F,0,Post-Graduate,Married,Less than $40K,Blue,39,5,3,3,6679.0,1207,1649,29,0.181,50s,Low
2088,720113433,Existing Customer,61,M,0,Unknown,Single,$60K - $80K,Blue,48,3,2,4,20803.0,1446,2073,43,0.07,60s,Low
2089,717233058,Existing Customer,34,M,4,Unknown,Married,$40K - $60K,Blue,26,3,2,4,5540.0,1240,1524,31,0.224,30s,Low
2090,710233683,Existing Customer,55,M,3,Graduate,Married,$80K - $120K,Blue,36,4,3,4,2801.0,2403,1526,44,0.858,50s,High
2091,716400633,Existing Customer,33,M,3,High School,Single,$40K - $60K,Blue,24,6,3,3,5156.0,1427,2057,54,0.277,30s,Low
2092,787488108,Existing Customer,48,F,1,High School,Married,Unknown,Blue,36,6,4,4,14228.0,1953,1970,51,0.137,40s,Low
2093,771649083,Existing Customer,63,M,0,High School,Married,$80K - $120K,Blue,51,3,3,4,10257.0,1021,1508,30,0.1,60s,Low
2094,796336833,Existing Customer,51,M,3,Doctorate,Married,$80K - $120K,Blue,45,5,2,4,32096.0,0,2619,69,0.0,50s,Low
2095,713763633,Existing Customer,54,F,2,Graduate,Married,Unknown,Blue,46,5,3,2,3014.0,794,1488,30,0.263,50s,Low
2096,710942358,Existing Customer,47,M,4,Unknown,Single,$40K - $60K,Blue,36,3,3,3,5762.0,1890,3814,88,0.328,40s,Medium
2097,713974533,Existing Customer,52,F,3,Post-Graduate,Single,Less than $40K,Blue,45,5,1,3,2555.0,1701,3127,45,0.666,50s,Medium
2098,787231233,Existing Customer,34,M,5,Post-Graduate,Single,$80K - $120K,Silver,28,3,3,2,34516.0,1731,2421,63,0.05,30s,Low
2099,717124983,Existing Customer,62,F,1,Uneducated,Married,$40K - $60K,Blue,43,3,1,1,4760.0,0,1459,20,0.0,60s,Low
2100,719493858,Existing Customer,52,F,2,Graduate,Married,Less than $40K,Blue,43,5,2,2,8203.0,654,2910,63,0.08,50s,Low
2101,709897983,Existing Customer,35,F,2,Doctorate,Married,$40K - $60K,Blue,24,5,2,3,2655.0,1527,1921,26,0.575,30s,Medium
2102,717225258,Existing Customer,35,M,2,Graduate,Single,$120K +,Blue,27,6,2,2,13655.0,1048,2383,59,0.077,30s,Low
2103,712060158,Existing Customer,35,M,0,Doctorate,Single,$60K - $80K,Blue,18,6,2,3,2598.0,1645,2483,59,0.633,30s,Medium
2104,713292933,Existing Customer,36,F,3,Graduate,Single,Unknown,Blue,36,5,2,2,10566.0,726,2156,64,0.069,30s,Low
2105,710982858,Existing Customer,33,F,3,Graduate,Single,$40K - $60K,Blue,36,6,1,2,8232.0,2259,2849,67,0.274,30s,Low
