,clientnum,customer_status,age,gender,dependencies,education_level,marital_status,income_category,card_category,months_on_book,no_of_products,months_inactive_12_mon,contacts_count_12_mon,credit_limit,total_revolving_bal,total_trans_amt,total_trans_ct,avg_utilization_ratio,age_bracket,utilization_cat
2552,712623258,Attrited Customer,42,F,3,Graduate,Married,Less than $40K,Blue,36,2,3,3,5505.0,2517,2272,42,0.457,40s,Medium
2561,720508233,Attrited Customer,62,M,0,Unknown,Single,$40K - $60K,Silver,42,3,4,4,17161.0,0,1898,42,0.0,60s,Low
2596,715858008,Attrited Customer,49,F,1,Uneducated,Married,$40K - $60K,Blue,39,2,3,3,8061.0,2517,1224,31,0.312,40s,Medium
2606,813053733,Attrited Customer,53,M,4,Unknown,Single,$120K +,Blue,48,3,3,4,34516.0,278,3029,49,0.008,50s,Low
2608,720529308,Attrited Customer,63,M,0,High School,Single,$60K - $80K,Blue,48,5,3,1,1856.0,0,1805,46,0.0,60s,Low
2618,710278458,Attrited Customer,52,M,2,High School,Single,$80K - $120K,Blue,43,4,3,3,11617.0,2517,1643,43,0.217,50s,Low
2622,807593058,Attrited Customer,41,F,3,Unknown,Single,$40K - $60K,Blue,36,3,2,4,5317.0,0,2003,29,0.0,40s,Low
2631,788030208,Attrited Customer,42,F,2,Uneducated,Single,Less than $40K,Silver,33,1,2,3,13453.0,2517,1904,42,0.187,40s,Low
2638,720379533,Attrited Customer,47,M,3,Unknown,Unknown,$120K +,Blue,36,1,3,4,3952.0,0,2066,37,0.0,40s,Low
2644,720983733,Attrited Customer,44,M,3,Unknown,Single,$60K - $80K,Blue,36,2,3,3,15422.0,864,2136,54,0.056,40s,Low
2646,719099583,Attrited Customer,42,M,3,Graduate,Married,$40K - $60K,Blue,34,3,2,3,1640.0,1444,1360,33,0.88,40s,High
2648,710654808,Attrited Customer,46,M,4,Graduate,Single,$80K - $120K,Blue,36,3,1,4,1818.0,0,2308,44,0.0,40s,Low
2653,711196458,Attrited Customer,38,F,1,Unknown,Married,Less than $40K,Blue,20,2,2,3,1621.0,580,1893,41,0.358,30s,Medium
2665,709224033,Attrited Customer,53,M,4,Uneducated,Single,$60K - $80K,Blue,43,1,3,2,13720.0,0,1830,36,0.0,50s,Low
2673,804673308,Attrited Customer,49,M,5,Uneducated,Married,$40K - $60K,Blue,44,2,3,4,3893.0,0,1866,37,0.0,40s,Low
2680,767784708,Attrited Customer,48,M,0,Doctorate,Married,$60K - $80K,Blue,41,2,3,4,7277.0,504,2356,40,0.069,40s,Low
2713,716573058,Attrited Customer,54,F,3,Doctorate,Unknown,Less than $40K,Blue,36,3,3,4,1438.3,0,1598,40,0.0,50s,Low
2714,716977758,Attrited Customer,44,F,3,Uneducated,Married,Less than $40K,Blue,36,2,3,1,3675.0,2517,1913,35,0.685,40s,Medium
2722,717242058,Attrited Customer,43,F,5,Graduate,Married,Less than $40K,Blue,39,2,3,4,3981.0,0,2134,42,0.0,40s,Low
2739,721233033,Attrited Customer,50,M,2,High School,Single,$80K - $120K,Blue,38,1,2,3,4915.0,464,1474,36,0.094,50s,Low
2743,779502333,Attrited Customer,50,M,4,Graduate,Single,$120K +,Silver,32,5,3,2,34516.0,0,1480,37,0.0,50s,Low
2752,789964983,Attrited Customer,45,M,2,Graduate,Divorced,$40K - $60K,Blue,36,2,2,4,9569.0,0,1724,35,0.0,40s,Low
2758,709297608,Attrited Customer,38,M,3,College,Single,$80K - $120K,Blue,26,3,3,2,1438.3,0,1585,32,0.0,30s,Low
2782,714629358,Attrited Customer,54,F,3,Graduate,Divorced,$40K - $60K,Blue,34,2,3,4,4948.0,0,1796,41,0.0,50s,Low
2789,711538758,Attrited Customer,39,M,5,Graduate,Single,$60K - $80K,Blue,36,1,3,3,24657.0,633,1954,46,0.026,30s,Low
2790,719987733,Attrited Customer,51,F,3,Unknown,Single,$40K - $60K,Blue,38,3,3,3,5026.0,0,1844,37,0.0,50s,Low
2795,715371108,Attrited Customer,45,M,3,Graduate,Married,$80K - $120K,Blue,40,3,3,2,3728.0,0,1632,42,0.0,40s,Low
2799,796903083,Attrited Customer,47,F,1,Doctorate,Married,$40K - $60K,Blue,36,2,3,2,1438.3,0,2584,42,0.0,40s,Low
2804,772137183,Attrited Customer,52,M,2,Graduate,Single,$120K +,Blue,41,1,3,1,31668.0,810,1822,36,0.026,50s,Low
2819,812449758,Attrited Customer,43,M,3,High School,Single,$60K - $80K,Blue,38,2,3,2,12254.0,0,2129,42,0.0,40s,Low
2839,715485483,Attrited Customer,39,F,5,Graduate,Married,Less than $40K,Blue,36,3,3,3,3664.0,0,1479,44,0.0,30s,Low
2850,718197108,Attrited Customer,54,M,2,Graduate,Single,$80K - $120K,Blue,36,5,3,3,12342.0,0,1430,37,0.0,50s,Low
2854,710333883,Attrited Customer,48,M,3,Graduate,Married,$60K - $80K,Blue,37,5,2,2,8808.0,390,1905,42,0.044,40s,Low
2862,789177333,Attrited Customer,47,F,2,Graduate,Married,Less than $40K,Blue,36,6,3,2,1693.0,1088,2104,40,0.643,40s,Medium
2865,711079308,Attrited Customer,40,M,3,Graduate,Married,$60K - $80K,Blue,27,4,2,3,15186.0,0,1884,33,0.0,40s,Low
2870,708733983,Attrited Customer,50,F,1,Doctorate,Single,$40K - $60K,Blue,36,6,3,2,5349.0,2391,2122,46,0.447,50s,Medium
2883,711205758,Attrited Customer,45,M,3,College,Single,$80K - $120K,Silver,33,1,3,3,34516.0,0,2534,43,0.0,40s,Low
2885,714659133,Attrited Customer,47,M,5,High School,Married,$80K - $120K,Blue,37,2,2,2,9410.0,0,2178,41,0.0,40s,Low
2886,716425833,Attrited Customer,38,M,2,Graduate,Single,$120K +,Blue,36,5,2,1,34516.0,1229,1797,35,0.036,30s,Low
2901,712164333,Attrited Customer,40,M,4,High School,Married,$60K - $80K,Blue,29,3,3,2,12544.0,1636,1758,51,0.13,40s,Low
2910,826471458,Attrited Customer,42,M,3,Graduate,Married,Less than $40K,Blue,38,2,3,3,6967.0,1767,1919,38,0.254,40s,Low
2934,815851233,Attrited Customer,52,M,3,High School,Single,$120K +,Blue,47,6,1,3,19032.0,0,1726,42,0.0,50s,Low
2938,771776808,Attrited Customer,44,M,4,Uneducated,Married,$40K - $60K,Blue,33,5,4,3,1527.0,0,1877,38,0.0,40s,Low
2959,789365508,Attrited Customer,49,M,2,High School,Divorced,$40K - $60K,Blue,39,2,3,4,14839.0,512,1453,26,0.035,40s,Low
2965,716404383,Attrited Customer,47,F,2,Graduate,Married,Unknown,Blue,36,1,3,2,18799.0,2517,2315,52,0.134,40s,Low
2975,711843708,Attrited Customer,61,F,0,Graduate,Divorced,Less than $40K,Blue,36,2,3,3,2125.0,0,2860,38,0.0,60s,Low
2984,718877883,Attrited Customer,44,F,3,Unknown,Single,Less than $40K,Blue,36,3,1,1,5644.0,2517,2440,44,0.446,40s,Medium
2987,719604858,Attrited Customer,45,F,3,Unknown,Married,Less than $40K,Blue,31,4,3,3,5941.0,0,2196,37,0.0,40s,Low
2988,714549558,Attrited Customer,41,F,2,Graduate,Married,$40K - $60K,Blue,32,3,2,2,9576.0,0,2362,49,0.0,40s,Low
2992,711275433,Attrited Customer,47,M,4,Uneducated,Unknown,Unknown,Blue,36,3,3,3,18873.0,0,2021,38,0.0,40s,Low
2994,827117808,Attrited Customer,45,M,1,Graduate,Single,$60K - $80K,Blue,41,2,3,2,9904.0,2513,1152,28,0.254,40s,Low
2995,804462633,Attrited Customer,43,F,3,High School,Divorced,Less than $40K,Blue,38,3,3,3,7084.0,0,2287,44,0.0,40s,Low
2996,709321908,Attrited Customer,47,M,3,High School,Single,$80K - $120K,Blue,29,2,2,3,7498.0,2319,1676,51,0.309,40s,Medium
2999,712597233,Attrited Customer,37,M,2,Uneducated,Unknown,$40K - $60K,Blue,36,2,3,2,3250.0,1721,1714,32,0.53,30s,Medium
3011,719816583,Attrited Customer,46,M,3,Doctorate,Married,$120K +,Blue,38,3,2,2,8989.0,552,2309,49,0.061,40s,Low
3022,713004933,Attrited Customer,40,M,3,High School,Married,$60K - $80K,Blue,27,3,2,1,6813.0,2332,2634,51,0.342,40s,Medium
3024,772466508,Attrited Customer,45,M,3,Unknown,Single,$60K - $80K,Blue,35,6,2,1,18004.0,2517,2030,45,0.14,40s,Low
3039,716575758,Attrited Customer,50,F,2,College,Unknown,Unknown,Blue,39,2,3,2,1438.3,0,1859,41,0.0,50s,Low
3041,714097683,Attrited Customer,55,F,2,Graduate,Married,$40K - $60K,Blue,49,3,3,4,1809.0,0,2123,44,0.0,50s,Low
3043,708121908,Attrited Customer,48,M,4,Unknown,Married,$80K - $120K,Blue,36,2,3,2,22917.0,0,2045,45,0.0,40s,Low
3048,709435533,Attrited Customer,53,F,1,Unknown,Single,Less than $40K,Blue,41,2,3,2,3099.0,0,1401,44,0.0,50s,Low
3053,719874633,Attrited Customer,44,M,1,High School,Unknown,$80K - $120K,Gold,36,2,2,3,34516.0,0,1891,34,0.0,40s,Low
3055,719168883,Attrited Customer,45,F,5,Unknown,Single,Less than $40K,Blue,34,1,4,1,5155.0,0,2753,45,0.0,40s,Low
3060,714212358,Attrited Customer,38,F,3,High School,Single,Unknown,Blue,36,1,3,2,5260.0,1706,2142,57,0.324,30s,Medium
3078,721104708,Attrited Customer,41,F,3,Post-Graduate,Single,Less than $40K,Blue,36,1,3,1,2067.0,1966,3033,41,0.951,40s,High
3079,717461283,Attrited Customer,38,F,2,Graduate,Single,Unknown,Blue,24,3,2,3,2214.0,570,2066,45,0.257,30s,Low
3080,803028858,Attrited Customer,38,F,2,Graduate,Single,Less than $40K,Blue,32,2,3,3,3775.0,0,2031,36,0.0,30s,Low
3091,712751133,Attrited Customer,42,M,3,Doctorate,Single,$60K - $80K,Blue,35,3,3,3,11328.0,1369,1829,42,0.121,40s,Low
3095,708170508,Attrited Customer,38,M,2,Graduate,Married,$60K - $80K,Blue,36,2,3,2,1438.3,0,1651,42,0.0,30s,Low
3102,719770158,Attrited Customer,54,F,3,Post-Graduate,Single,Less than $40K,Blue,49,1,4,3,8516.0,0,2189,37,0.0,50s,Low
3110,716271183,Attrited Customer,45,F,2,Uneducated,Single,Less than $40K,Blue,37,3,2,2,8924.0,0,1720,42,0.0,40s,Low
3121,721308033,Attrited Customer,45,F,2,Post-Graduate,Single,Less than $40K,Blue,37,3,3,1,3036.0,2517,2609,42,0.829,40s,High
3144,771424908,Attrited Customer,38,M,2,Unknown,Unknown,$60K - $80K,Blue,26,2,2,3,11252.0,1129,1766,31,0.1,30s,Low
3146,711012783,Attrited Customer,43,M,4,Graduate,Single,$120K +,Blue,36,1,3,4,33384.0,0,2066,46,0.0,40s,Low
3152,819714408,Attrited Customer,44,F,2,Graduate,Married,Unknown,Blue,39,6,3,3,5666.0,2386,1981,42,0.421,40s,Medium
3166,712235433,Attrited Customer,43,F,1,Graduate,Single,Less than $40K,Blue,36,2,3,2,2886.0,0,2326,50,0.0,40s,Low
3168,714377058,Attrited Customer,63,F,1,Unknown,Single,Less than $40K,Blue,36,3,3,4,1896.0,0,2186,50,0.0,60s,Low
3170,708654933,Attrited Customer,51,F,2,Doctorate,Married,Less than $40K,Platinum,42,3,2,3,15987.0,193,2021,46,0.012,50s,Low
3171,720283758,Attrited Customer,44,F,2,Uneducated,Married,Unknown,Blue,36,1,3,3,13735.0,1733,1783,43,0.126,40s,Low
3176,718735908,Attrited Customer,47,M,4,Graduate,Single,$120K +,Blue,35,3,4,3,7015.0,0,1799,51,0.0,40s,Low
3178,804833058,Attrited Customer,49,M,3,Unknown,Single,$80K - $120K,Blue,44,1,3,4,4384.0,0,1832,49,0.0,40s,Low
3180,713639058,Attrited Customer,49,M,3,High School,Married,$60K - $80K,Blue,34,6,3,3,1511.0,0,1329,35,0.0,40s,Low
3181,709560258,Attrited Customer,49,F,3,Graduate,Single,Unknown,Blue,31,2,3,4,4946.0,0,2239,38,0.0,40s,Low
3183,720362058,Attrited Customer,57,M,2,Uneducated,Single,$60K - $80K,Silver,49,4,3,3,32182.0,0,1937,46,0.0,50s,Low
3190,719602908,Attrited Customer,42,F,2,Post-Graduate,Single,$40K - $60K,Blue,34,3,3,3,5667.0,812,2064,42,0.143,40s,Low
3205,709713033,Attrited Customer,55,M,1,College,Single,$80K - $120K,Blue,48,3,3,3,6846.0,0,1735,35,0.0,50s,Low
3207,708633783,Attrited Customer,43,M,3,Uneducated,Single,$80K - $120K,Blue,30,3,2,4,11336.0,0,1809,39,0.0,40s,Low
3209,720950283,Attrited Customer,47,M,3,High School,Married,$80K - $120K,Blue,34,3,3,3,21359.0,0,2064,63,0.0,40s,Low
3226,715016508,Attrited Customer,42,F,3,High School,Married,$40K - $60K,Blue,36,1,3,4,4527.0,0,2441,37,0.0,40s,Low
3253,781306758,Attrited Customer,58,M,2,Uneducated,Single,$80K - $120K,Blue,52,1,2,4,3091.0,2517,1844,49,0.814,50s,High
3255,712294083,Attrited Customer,54,F,2,High School,Single,Unknown,Blue,44,4,3,4,3778.0,0,2367,45,0.0,50s,Low
3257,711334983,Attrited Customer,41,F,3,High School,Married,Unknown,Blue,32,1,2,4,26229.0,0,2077,46,0.0,40s,Low
3268,716434533,Attrited Customer,40,M,3,High School,Married,$80K - $120K,Blue,36,2,3,4,29149.0,0,2106,56,0.0,40s,Low
3269,828215508,Attrited Customer,55,F,2,Graduate,Unknown,Less than $40K,Blue,50,4,4,3,1438.3,0,1785,33,0.0,50s,Low
3273,712812408,Attrited Customer,40,F,3,Unknown,Married,Less than $40K,Blue,28,2,3,3,1535.0,0,1921,41,0.0,40s,Low
3279,713585958,Attrited Customer,48,F,4,College,Married,Less than $40K,Blue,36,2,3,2,5997.0,0,1457,42,0.0,40s,Low
3286,710493558,Attrited Customer,46,F,1,Post-Graduate,Married,$40K - $60K,Blue,38,3,2,2,1803.0,0,1979,37,0.0,40s,Low
3297,773667708,Attrited Customer,50,M,1,Graduate,Divorced,$60K - $80K,Blue,44,3,4,3,7050.0,1008,2176,39,0.143,50s,Low
3309,806947308,Attrited Customer,40,M,4,Post-Graduate,Married,$60K - $80K,Blue,35,3,4,3,20178.0,1553,1735,44,0.077,40s,Low
3311,708386958,Attrited Customer,47,F,3,Unknown,Married,Less than $40K,Blue,34,3,3,2,1561.0,0,1947,28,0.0,40s,Low
3313,718220358,Attrited Customer,58,M,1,Graduate,Single,$120K +,Blue,36,2,3,4,28618.0,0,1712,41,0.0,50s,Low
3315,712656783,Attrited Customer,49,M,1,Graduate,Single,$120K +,Blue,36,3,4,3,8136.0,2517,2179,40,0.309,40s,Medium
3318,738899658,Attrited Customer,45,F,2,Graduate,Single,Unknown,Blue,38,6,2,3,3120.0,2517,2468,43,0.807,40s,High
3322,714727833,Attrited Customer,41,F,2,Uneducated,Single,Less than $40K,Blue,36,2,2,3,2892.0,2517,2257,48,0.87,40s,High
3343,815353083,Attrited Customer,44,M,1,College,Divorced,$80K - $120K,Silver,39,2,3,2,34516.0,2361,1853,36,0.068,40s,Low
3347,712050933,Attrited Customer,48,M,4,College,Married,$80K - $120K,Blue,32,5,2,3,25190.0,0,1533,41,0.0,40s,Low
3351,717592758,Attrited Customer,44,F,3,Unknown,Single,Less than $40K,Blue,36,3,2,2,1606.0,1578,2418,44,0.983,40s,High
3358,708687483,Attrited Customer,54,F,4,Graduate,Single,Less than $40K,Silver,36,3,2,3,13626.0,0,1711,30,0.0,50s,Low
3370,768256908,Attrited Customer,45,M,3,Uneducated,Married,Less than $40K,Blue,39,3,3,4,8580.0,1636,1880,37,0.191,40s,Low
3373,721451208,Attrited Customer,54,M,2,Graduate,Single,$60K - $80K,Silver,45,2,3,2,30540.0,0,1980,36,0.0,50s,Low
3378,714751158,Attrited Customer,49,M,2,High School,Divorced,$80K - $120K,Blue,36,4,2,4,34516.0,2517,1789,48,0.073,40s,Low
3380,718342158,Attrited Customer,38,F,4,Graduate,Single,Less than $40K,Blue,26,2,2,2,4391.0,1933,1849,36,0.44,30s,Medium
3383,716654808,Attrited Customer,48,M,4,High School,Single,$120K +,Blue,39,3,4,4,24593.0,0,2084,31,0.0,40s,Low
3385,716390958,Attrited Customer,45,M,4,Unknown,Married,$120K +,Blue,31,1,4,3,26107.0,0,1697,47,0.0,40s,Low
3386,716564433,Attrited Customer,53,F,1,Graduate,Single,Less than $40K,Blue,36,3,2,4,4287.0,0,1635,41,0.0,50s,Low
3393,716022258,Attrited Customer,51,F,3,College,Single,Less than $40K,Blue,36,3,3,3,8960.0,2222,1853,40,0.248,50s,Low
3397,778433283,Attrited Customer,51,M,3,High School,Married,$60K - $80K,Blue,31,3,3,3,8989.0,0,2031,53,0.0,50s,Low
3409,778617708,Attrited Customer,46,M,3,College,Married,$80K - $120K,Blue,26,6,2,3,1438.3,864,2299,40,0.601,40s,Medium
3412,772574283,Attrited Customer,50,F,2,Graduate,Married,$40K - $60K,Blue,40,3,1,4,7191.0,0,1654,30,0.0,50s,Low
3425,709709283,Attrited Customer,38,M,3,College,Single,$40K - $60K,Blue,19,1,2,4,3458.0,321,2256,40,0.093,30s,Low
3427,780105483,Attrited Customer,65,F,0,Uneducated,Single,Less than $40K,Blue,50,3,4,4,1697.0,377,2799,49,0.222,60s,Low
3429,715294083,Attrited Customer,46,M,2,College,Single,$80K - $120K,Blue,38,2,3,2,10309.0,0,1760,40,0.0,40s,Low
3444,716711433,Attrited Customer,48,M,5,High School,Married,$40K - $60K,Blue,39,3,3,1,7897.0,157,2270,46,0.02,40s,Low
3456,711588708,Attrited Customer,50,F,2,Uneducated,Married,$40K - $60K,Blue,36,1,3,1,1438.3,458,1863,42,0.318,50s,Medium
3457,714492783,Attrited Customer,46,F,4,Uneducated,Married,Less than $40K,Blue,36,3,3,3,1438.3,0,1517,38,0.0,40s,Low
3458,709192233,Attrited Customer,50,F,2,Unknown,Married,Unknown,Blue,39,3,2,1,1773.0,0,1764,30,0.0,50s,Low
3472,718791708,Attrited Customer,48,M,2,High School,Married,$80K - $120K,Blue,32,1,2,4,16362.0,2268,2228,37,0.139,40s,Low
3480,772695033,Attrited Customer,47,M,5,High School,Single,$80K - $120K,Blue,37,3,4,4,18800.0,2517,1575,23,0.134,40s,Low
3482,708831858,Attrited Customer,43,F,3,Uneducated,Married,Less than $40K,Blue,30,1,3,4,4579.0,1506,1915,44,0.329,40s,Medium
3485,780006783,Attrited Customer,59,M,1,Uneducated,Single,$40K - $60K,Silver,49,3,2,2,15809.0,0,3109,48,0.0,50s,Low
3488,771342183,Attrited Customer,53,F,3,Graduate,Single,$40K - $60K,Blue,40,6,3,2,1625.0,0,2314,43,0.0,50s,Low
3489,712901283,Attrited Customer,53,F,2,Graduate,Single,$40K - $60K,Blue,36,2,3,2,2121.0,0,1464,32,0.0,50s,Low
3491,718473558,Attrited Customer,42,F,3,Doctorate,Single,Less than $40K,Blue,18,5,3,4,8668.0,0,1402,38,0.0,40s,Low
3498,709708233,Attrited Customer,49,F,3,Doctorate,Married,Less than $40K,Blue,29,3,4,2,7066.0,0,1695,38,0.0,40s,Low
3501,709178733,Attrited Customer,50,F,2,Post-Graduate,Married,$40K - $60K,Blue,36,3,2,3,5527.0,1120,2281,37,0.203,50s,Low
3514,713253858,Attrited Customer,50,F,1,College,Married,Unknown,Blue,37,2,2,3,1461.0,0,2176,40,0.0,50s,Low
3521,803796708,Attrited Customer,52,M,3,Uneducated,Unknown,$120K +,Blue,46,2,4,4,13354.0,0,1097,28,0.0,50s,Low
3522,717368208,Attrited Customer,49,M,1,Graduate,Single,$120K +,Blue,36,6,2,4,26723.0,0,2138,43,0.0,40s,Low
3527,715409733,Attrited Customer,47,F,4,College,Single,Less than $40K,Blue,36,2,2,3,2263.0,0,2385,33,0.0,40s,Low
3529,715732533,Attrited Customer,52,M,4,Graduate,Married,$60K - $80K,Blue,36,4,1,3,9375.0,1625,2108,51,0.173,50s,Low
3530,713722608,Attrited Customer,48,F,2,Unknown,Divorced,Less than $40K,Blue,35,3,1,4,2806.0,2514,1757,35,0.896,40s,High
3531,709101258,Attrited Customer,41,F,2,High School,Divorced,Less than $40K,Blue,28,4,2,2,1478.0,524,2180,46,0.355,40s,Medium
3533,721427358,Attrited Customer,47,M,4,Unknown,Divorced,$80K - $120K,Blue,28,6,1,3,8757.0,0,2108,47,0.0,40s,Low
3537,709338633,Attrited Customer,56,F,1,Graduate,Single,$40K - $60K,Blue,37,2,4,3,2339.0,0,1542,45,0.0,50s,Low
3541,711245433,Attrited Customer,50,F,4,Graduate,Single,Unknown,Blue,41,5,3,3,2509.0,0,2281,41,0.0,50s,Low
3550,717195933,Attrited Customer,42,M,3,Graduate,Married,$60K - $80K,Blue,30,2,2,3,5298.0,0,2431,37,0.0,40s,Low
3563,789382758,Attrited Customer,54,M,3,Graduate,Single,$40K - $60K,Blue,44,6,3,3,5501.0,0,2050,51,0.0,50s,Low
3567,721437333,Attrited Customer,46,M,2,Graduate,Single,$80K - $120K,Blue,36,2,2,2,5054.0,2517,2027,39,0.498,40s,Medium
3575,711626658,Attrited Customer,62,F,1,High School,Single,Less than $40K,Blue,36,2,3,4,1930.0,0,1971,45,0.0,60s,Low
3576,717793983,Attrited Customer,55,M,3,Graduate,Single,$40K - $60K,Silver,45,2,3,1,18128.0,0,2503,49,0.0,50s,Low
3581,714119283,Attrited Customer,42,F,2,Unknown,Single,$40K - $60K,Blue,34,3,3,3,2516.0,0,2257,51,0.0,40s,Low
3588,799239033,Attrited Customer,53,F,3,High School,Single,$40K - $60K,Blue,47,1,3,4,1714.0,0,2279,46,0.0,50s,Low
3593,814483608,Attrited Customer,47,F,4,Graduate,Divorced,Less than $40K,Blue,42,1,3,3,5798.0,2517,1860,43,0.434,40s,Medium
3596,715514133,Attrited Customer,44,F,4,Graduate,Married,Less than $40K,Blue,31,3,3,4,2184.0,0,1973,42,0.0,40s,Low
3598,794707083,Attrited Customer,50,M,2,College,Single,$80K - $120K,Blue,44,5,2,4,3495.0,0,2131,41,0.0,50s,Low
3599,805313808,Attrited Customer,52,F,3,High School,Married,$40K - $60K,Blue,47,2,2,3,8018.0,134,2409,38,0.017,50s,Low
3600,772922883,Attrited Customer,41,M,3,Unknown,Married,$80K - $120K,Blue,22,3,3,4,20543.0,0,1874,42,0.0,40s,Low
3607,713333433,Attrited Customer,49,M,3,Uneducated,Unknown,$60K - $80K,Blue,41,3,4,4,18075.0,0,1477,30,0.0,40s,Low
3611,787921383,Attrited Customer,53,M,0,High School,Single,$120K +,Silver,44,2,4,4,34516.0,2297,1461,43,0.067,50s,Low
3652,715664808,Attrited Customer,43,M,2,Graduate,Single,$80K - $120K,Blue,30,3,3,3,34516.0,0,2427,51,0.0,40s,Low
3655,710533233,Attrited Customer,38,F,1,Graduate,Married,Less than $40K,Blue,29,3,3,4,1438.3,0,2139,47,0.0,30s,Low
3657,720197058,Attrited Customer,47,F,3,Graduate,Unknown,Unknown,Blue,33,1,3,4,3443.0,0,2505,45,0.0,40s,Low
3658,716317458,Attrited Customer,51,F,2,Post-Graduate,Single,Less than $40K,Blue,36,3,3,3,4281.0,0,1723,44,0.0,50s,Low
3671,717035283,Attrited Customer,46,M,1,Graduate,Single,$60K - $80K,Blue,37,2,3,4,2445.0,848,2216,39,0.347,40s,Medium
3677,803113383,Attrited Customer,55,F,1,Uneducated,Single,Less than $40K,Blue,49,3,4,3,3292.0,0,2222,54,0.0,50s,Low
3678,721273008,Attrited Customer,54,F,1,College,Unknown,Less than $40K,Silver,43,6,3,4,10797.0,1252,1739,38,0.116,50s,Low
3683,820282383,Attrited Customer,45,F,2,Graduate,Married,Less than $40K,Blue,40,6,3,3,5848.0,2517,2000,32,0.43,40s,Medium
3693,712693908,Attrited Customer,43,M,3,Graduate,Married,$120K +,Blue,31,2,4,1,13883.0,783,1871,32,0.056,40s,Low
3698,708642708,Attrited Customer,40,F,2,Uneducated,Married,Unknown,Blue,36,3,2,3,13019.0,0,1484,33,0.0,40s,Low
3699,811475733,Attrited Customer,53,F,1,College,Married,$40K - $60K,Blue,48,2,2,3,3339.0,0,2432,48,0.0,50s,Low
3712,780067158,Attrited Customer,51,F,2,Uneducated,Single,Less than $40K,Blue,36,2,3,3,1746.0,1107,1907,47,0.634,50s,Medium
3716,809599158,Attrited Customer,48,M,4,Uneducated,Single,$80K - $120K,Silver,43,2,3,4,34516.0,0,1626,28,0.0,40s,Low
3723,709798908,Attrited Customer,45,F,4,Unknown,Single,Less than $40K,Blue,32,3,3,4,2858.0,0,2611,43,0.0,40s,Low
3726,708084558,Attrited Customer,46,M,3,Doctorate,Divorced,$80K - $120K,Blue,38,6,3,3,8258.0,1771,1447,23,0.214,40s,Low
3729,718711158,Attrited Customer,52,M,3,Graduate,Married,$120K +,Blue,36,1,2,3,3841.0,2517,2680,51,0.655,50s,Medium
3733,709143183,Attrited Customer,52,F,2,Doctorate,Married,$40K - $60K,Blue,43,3,2,4,1822.0,1605,2538,39,0.881,50s,High
3738,821759658,Attrited Customer,41,F,4,High School,Divorced,$40K - $60K,Blue,37,3,2,3,4650.0,204,2014,54,0.044,40s,Low
3744,712783083,Attrited Customer,48,F,4,High School,Married,Less than $40K,Blue,37,1,2,3,3607.0,0,2013,35,0.0,40s,Low
3746,821749608,Attrited Customer,41,M,3,Graduate,Single,$80K - $120K,Blue,37,3,3,3,19402.0,0,1937,51,0.0,40s,Low
3749,826261008,Attrited Customer,48,F,3,Graduate,Unknown,Less than $40K,Blue,44,3,3,2,1438.3,0,2054,46,0.0,40s,Low
3751,709444983,Attrited Customer,38,F,3,Uneducated,Single,$40K - $60K,Blue,30,3,2,3,2435.0,2432,1460,32,0.999,30s,High
3753,769575783,Attrited Customer,49,F,3,College,Married,Less than $40K,Blue,41,3,3,3,1603.0,749,2644,43,0.467,40s,Medium
3755,709563258,Attrited Customer,50,F,2,Uneducated,Single,Unknown,Blue,41,2,3,2,2751.0,2253,2108,40,0.819,50s,High
3772,708916083,Attrited Customer,49,F,0,Doctorate,Unknown,Less than $40K,Blue,37,5,2,3,1749.0,0,2510,38,0.0,40s,Low
3778,778364583,Attrited Customer,45,F,2,Graduate,Married,Less than $40K,Blue,25,3,2,3,5911.0,916,1656,31,0.155,40s,Low
3785,717308433,Attrited Customer,49,M,5,Uneducated,Unknown,$60K - $80K,Blue,43,3,3,3,1960.0,0,2253,39,0.0,40s,Low
3788,713796033,Attrited Customer,47,M,2,Graduate,Married,$40K - $60K,Blue,42,6,3,3,4738.0,0,1900,36,0.0,40s,Low
3789,710812533,Attrited Customer,46,F,3,High School,Single,Unknown,Silver,36,4,2,3,34516.0,154,1987,46,0.004,40s,Low
3791,714864333,Attrited Customer,43,M,2,College,Divorced,$120K +,Blue,37,4,1,2,34516.0,0,1370,38,0.0,40s,Low
3795,720810783,Attrited Customer,54,F,2,Graduate,Married,Unknown,Blue,44,2,3,3,3781.0,1692,2310,43,0.448,50s,Medium
3797,715987758,Attrited Customer,49,M,3,Graduate,Single,$80K - $120K,Blue,36,3,2,1,3261.0,0,3081,50,0.0,40s,Low
3806,713388108,Attrited Customer,62,F,0,High School,Unknown,Less than $40K,Blue,51,4,2,3,5210.0,0,2162,36,0.0,60s,Low
3809,719917233,Attrited Customer,49,M,3,Post-Graduate,Married,$80K - $120K,Blue,36,3,3,2,13382.0,1159,1828,45,0.087,40s,Low
3811,721365033,Attrited Customer,37,M,3,Uneducated,Single,$40K - $60K,Blue,36,3,2,4,1696.0,0,2095,43,0.0,30s,Low
3819,810974958,Attrited Customer,51,M,2,High School,Married,$60K - $80K,Blue,46,5,3,2,4123.0,1760,2447,40,0.427,50s,Medium
3820,712267983,Attrited Customer,57,F,0,Graduate,Single,Less than $40K,Blue,45,4,3,3,3023.0,2517,2477,42,0.833,50s,High
